seq	mot	start	end	strand	score	qual	mot.clust
ORR1D2	Tgif1(Homeobox)/mES-Tgif1-ChIP-Seq(GSE55404)	245	252	+	2.60906504067842	proto	125
ORR1D2	Tgif1(Homeobox)/mES-Tgif1-ChIP-Seq(GSE55404)	340	347	+	2.97659674032478	proto	125
ORR1D2	Tgif1(Homeobox)/mES-Tgif1-ChIP-Seq(GSE55404)	13	20	-	3.30334737917187	proto	125
ORR1D2	Tgif1(Homeobox)/mES-Tgif1-ChIP-Seq(GSE55404)	114	121	-	4.48271928700432	proto	125
ORR1D2	Tgif1(Homeobox)/mES-Tgif1-ChIP-Seq(GSE55404)	133	140	-	2.93714194811451	proto	125
ORR1D2	Tgif1(Homeobox)/mES-Tgif1-ChIP-Seq(GSE55404)	197	204	-	3.49342900913931	proto	125
ORR1D2	Tgif1(Homeobox)/mES-Tgif1-ChIP-Seq(GSE55404)	204	211	-	3.25544480332611	proto	125
ORR1D2	Tgif1(Homeobox)/mES-Tgif1-ChIP-Seq(GSE55404)	341	348	-	2.75563739082541	proto	125
ORR1D2	Tgif2(Homeobox)/mES-Tgif2-ChIP-Seq(GSE55404)	22	29	+	3.34615539841047	proto	125
ORR1D2	Tgif2(Homeobox)/mES-Tgif2-ChIP-Seq(GSE55404)	116	123	+	4.88871451862285	proto	125
ORR1D2	Tgif2(Homeobox)/mES-Tgif2-ChIP-Seq(GSE55404)	159	166	+	2.7152878191493	proto	125
ORR1D2	Tgif2(Homeobox)/mES-Tgif2-ChIP-Seq(GSE55404)	206	213	+	2.66517088169601	proto	125
ORR1D2	Tgif2(Homeobox)/mES-Tgif2-ChIP-Seq(GSE55404)	246	253	+	3.92675733537026	proto	125
ORR1D2	Tgif2(Homeobox)/mES-Tgif2-ChIP-Seq(GSE55404)	113	120	-	4.7238979773765	proto	125
ORR1D2	Tgif2(Homeobox)/mES-Tgif2-ChIP-Seq(GSE55404)	325	332	-	2.74225628633867	proto	125
ORR1D2	THRb(NR)/HepG2-THRb.Flag-ChIP-Seq(Encode)	116	130	+	4.2532162535559	proto	16
ORR1D2	THRa(NR)/C17.2-THRa-ChIP-Seq(GSE38347)	22	36	-	4.71432713012307	proto	16
ORR1D2	THRb(NR)/Liver-NR1A2-ChIP-Seq(GSE52613)	31	38	+	3.14707177528006	proto	15
ORR1D2	THRb(NR)/Liver-NR1A2-ChIP-Seq(GSE52613)	22	29	-	3.56891086664284	proto	15
ORR1D2	THRb(NR)/Liver-NR1A2-ChIP-Seq(GSE52613)	96	103	-	5.01249589540309	proto	15
ORR1D2	THRb(NR)/Liver-NR1A2-ChIP-Seq(GSE52613)	150	157	-	4.15236698630277	proto	15
ORR1D2	THRb(NR)/Liver-NR1A2-ChIP-Seq(GSE52613)	201	208	-	4.28264612601231	proto	15
ORR1D2	THRb(NR)/Liver-NR1A2-ChIP-Seq(GSE52613)	267	274	-	2.87322231019865	proto	15
ORR1D2	TRPS1(Zf)/MCF7-TRPS1-ChIP-Seq(GSE107013)	270	279	-	2.99419478285403	proto	66
ORR1D2	TRPS1(Zf)/MCF7-TRPS1-ChIP-Seq(GSE107013)	336	345	-	7.47863150107556	mot	66
ORR1D2	Twist(bHLH)/HMLE-TWIST1-ChIP-Seq(Chang_et_al)	48	67	+	7.98757228583584	proto	7
ORR1D2	Twist(bHLH)/HMLE-TWIST1-ChIP-Seq(Chang_et_al)	47	66	-	8.08844751007156	proto	7
ORR1D2	Twist2(bHLH)/Myoblast-Twist2.Ty1-ChIP-Seq(GSE127998)	59	68	+	2.90277136575224	proto	8
ORR1D2	Twist2(bHLH)/Myoblast-Twist2.Ty1-ChIP-Seq(GSE127998)	241	250	+	2.29337564683439	proto	8
ORR1D2	WT1(Zf)/Kidney-WT1-ChIP-Seq(GSE90016)	119	130	-	5.42496205946196	proto	130
ORR1D2	Zac1(Zf)/Neuro2A-Plagl1-ChIP-Seq(GSE75942)	87	96	+	3.32189268524906	proto	74
ORR1D2	Zac1(Zf)/Neuro2A-Plagl1-ChIP-Seq(GSE75942)	120	129	+	3.39744880946553	proto	74
ORR1D2	Zac1(Zf)/Neuro2A-Plagl1-ChIP-Seq(GSE75942)	23	32	-	5.94856669270379	mot	74
ORR1D2	Zac1(Zf)/Neuro2A-Plagl1-ChIP-Seq(GSE75942)	145	154	-	4.37169419987193	proto	74
ORR1D2	Zac1(Zf)/Neuro2A-Plagl1-ChIP-Seq(GSE75942)	150	159	-	3.24415174992573	proto	74
ORR1D2	Zac1(Zf)/Neuro2A-Plagl1-ChIP-Seq(GSE75942)	230	239	-	3.29191928039193	proto	74
ORR1D2	Zac1(Zf)/Neuro2A-Plagl1-ChIP-Seq(GSE75942)	238	247	-	3.19567676645761	proto	74
ORR1D2	Zac1(Zf)/Neuro2A-Plagl1-ChIP-Seq(GSE75942)	250	259	-	4.00121521153707	proto	74
ORR1D2	Zac1(Zf)/Neuro2A-Plagl1-ChIP-Seq(GSE75942)	267	276	-	5.03079309476607	proto	74
ORR1D2	Zac1(Zf)/Neuro2A-Plagl1-ChIP-Seq(GSE75942)	276	285	-	3.87972868823948	proto	74
ORR1D2	ZBTB12(Zf)/HEK293-ZBTB12.GFP-ChIP-Seq(GSE58341)	278	292	+	7.93968892654729	mot	27
ORR1D2	ZEB1(Zf)/PDAC-ZEB1-ChIP-Seq(GSE64557)	36	45	+	5.36580916171959	proto	6
ORR1D2	ZEB2(Zf)/SNU398-ZEB2-ChIP-Seq(GSE103048)	34	45	+	5.2090821495297	proto	6
ORR1D2	Zfp281(Zf)/ES-Zfp281-ChIP-Seq(GSE81042)	121	132	-	6.6003926194555	proto	129
ORR1D2	ZFX(Zf)/mES-Zfx-ChIP-Seq(GSE11431)	228	235	-	3.18616108714662	proto	85
ORR1D2	ZFX(Zf)/mES-Zfx-ChIP-Seq(GSE11431)	248	255	-	3.18616108714662	proto	85
ORR1D2	Zic2(Zf)/ESC-Zic2-ChIP-Seq(SRP197560)	58	69	+	4.61031694316853	proto	98
ORR1D2	Zic3(Zf)/mES-Zic3-ChIP-Seq(GSE37889)	236	250	+	6.69933261696691	proto	98
ORR1D2	Zic3(Zf)/mES-Zic3-ChIP-Seq(GSE37889)	57	71	-	5.57473438636343	proto	98
ORR1D2	Zic3(Zf)/mES-Zic3-ChIP-Seq(GSE37889)	118	132	-	4.73837637749399	proto	98
ORR1D2	ZNF136(Zf)/HEK293-ZNF136.GFP-ChIP-Seq(GSE58341)	326	350	+	4.87873426096319	proto	103
ORR1D2	ZNF189(Zf)/HEK293-ZNF189.GFP-ChIP-Seq(GSE58341)	11	20	+	3.68260502875405	proto	19
ORR1D2	ZNF189(Zf)/HEK293-ZNF189.GFP-ChIP-Seq(GSE58341)	283	292	+	4.35685260543598	proto	19
ORR1D2	ZNF189(Zf)/HEK293-ZNF189.GFP-ChIP-Seq(GSE58341)	347	356	+	5.11004869629965	proto	19
ORR1D2	ZNF189(Zf)/HEK293-ZNF189.GFP-ChIP-Seq(GSE58341)	154	163	-	3.70803028313602	proto	19
ORR1D2	ZNF189(Zf)/HEK293-ZNF189.GFP-ChIP-Seq(GSE58341)	214	223	-	4.28219052415897	proto	19
ORR1D2	ZNF189(Zf)/HEK293-ZNF189.GFP-ChIP-Seq(GSE58341)	271	280	-	4.27882777526367	proto	19
ORR1D2	Znf263(Zf)/K562-Znf263-ChIP-Seq(GSE31477)	173	182	+	2.59558965747719	proto	107
ORR1D2	Znf263(Zf)/K562-Znf263-ChIP-Seq(GSE31477)	214	223	+	6.97362315497795	mot	107
ORR1D2	Znf263(Zf)/K562-Znf263-ChIP-Seq(GSE31477)	240	249	+	2.74724584247275	proto	107
ORR1D2	Znf263(Zf)/K562-Znf263-ChIP-Seq(GSE31477)	88	97	-	2.44864406667495	proto	107
ORR1D2	ZNF264(Zf)/HEK293-ZNF264.GFP-ChIP-Seq(GSE58341)	357	368	+	4.70376462786976	proto	88
ORR1D2	ZNF264(Zf)/HEK293-ZNF264.GFP-ChIP-Seq(GSE58341)	61	72	-	3.91895261750335	proto	88
ORR1D2	ZNF264(Zf)/HEK293-ZNF264.GFP-ChIP-Seq(GSE58341)	163	174	-	5.07048240999128	proto	88
ORR1D2	ZNF264(Zf)/HEK293-ZNF264.GFP-ChIP-Seq(GSE58341)	315	326	-	6.27308539106407	proto	88
ORR1D2	ZNF322(Zf)/HEK293-ZNF322.GFP-ChIP-Seq(GSE58341)	218	237	+	7.49833859409777	proto	83
ORR1D2	ZNF322(Zf)/HEK293-ZNF322.GFP-ChIP-Seq(GSE58341)	238	257	+	5.72850836721812	proto	83
ORR1D2	ZNF415(Zf)/HEK293-ZNF415.GFP-ChIP-Seq(GSE58341)	217	228	-	4.38218893746229	proto	94
ORR1D2	ZNF416(Zf)/HEK293-ZNF416.GFP-ChIP-Seq(GSE58341)	33	42	-	4.76357464221474	proto	110
ORR1D2	ZNF416(Zf)/HEK293-ZNF416.GFP-ChIP-Seq(GSE58341)	246	255	-	3.74113909980733	proto	110
ORR1D2	ZNF416(Zf)/HEK293-ZNF416.GFP-ChIP-Seq(GSE58341)	293	302	-	3.66686925289856	proto	110
ORR1D2	ZNF467(Zf)/HEK293-ZNF467.GFP-ChIP-Seq(GSE58341)	76	87	+	4.25308581967018	proto	129
ORR1D2	ZNF467(Zf)/HEK293-ZNF467.GFP-ChIP-Seq(GSE58341)	77	88	+	4.80796597512342	proto	129
ORR1D2	ZNF467(Zf)/HEK293-ZNF467.GFP-ChIP-Seq(GSE58341)	122	133	+	8.69899349167068	mot	129
ORR1D2	ZNF528(Zf)/HEK293-ZNF528.GFP-ChIP-Seq(GSE58341)	17	31	+	6.83121645442709	proto	35
ORR1D2	ZNF652/HepG2-ZNF652.Flag-ChIP-Seq(Encode)	301	315	+	7.06712383330734	proto	128
ORR1D2	ZNF711(Zf)/SHSY5Y-ZNF711-ChIP-Seq(GSE20673)	96	103	+	4.88541292718332	proto	85
ORR1D2	ZNF711(Zf)/SHSY5Y-ZNF711-ChIP-Seq(GSE20673)	94	101	-	3.35880465121916	proto	85
ORR1D2	ZNF768(Zf)/Rajj-ZNF768-ChIP-Seq(GSE111879)	349	360	+	6.14967977470823	proto	100
ORR1D2	ZNF768(Zf)/Rajj-ZNF768-ChIP-Seq(GSE111879)	98	109	-	5.27469244401838	proto	100
ORR1D2	ZNF768(Zf)/Rajj-ZNF768-ChIP-Seq(GSE111879)	167	178	-	6.08262647880098	proto	100
ORR1D2	ZNF768(Zf)/Rajj-ZNF768-ChIP-Seq(GSE111879)	169	180	-	6.95105594597756	proto	100
ORR1B2	AP-1(bZIP)/ThioMac-PU.1-ChIP-Seq(GSE21512)	100	109	+	3.46670502995319	proto	62
ORR1B2	AP-1(bZIP)/ThioMac-PU.1-ChIP-Seq(GSE21512)	99	108	-	5.0876946512004	proto	62
ORR1B2	Ap4(bHLH)/AML-Tfap4-ChIP-Seq(GSE45738)	172	181	+	3.85057680821346	proto	8
ORR1B2	Ap4(bHLH)/AML-Tfap4-ChIP-Seq(GSE45738)	181	190	+	5.16517568855249	proto	8
ORR1B2	Ap4(bHLH)/AML-Tfap4-ChIP-Seq(GSE45738)	196	205	+	3.22217902165525	proto	8
ORR1B2	Ap4(bHLH)/AML-Tfap4-ChIP-Seq(GSE45738)	167	176	-	3.60968821501885	proto	8
ORR1B2	Ap4(bHLH)/AML-Tfap4-ChIP-Seq(GSE45738)	174	183	-	4.79611327550921	proto	8
ORR1B2	Ap4(bHLH)/AML-Tfap4-ChIP-Seq(GSE45738)	183	192	-	4.65193035514472	proto	8
ORR1B2	Ap4(bHLH)/AML-Tfap4-ChIP-Seq(GSE45738)	198	207	-	3.40122711188471	proto	8
ORR1B2	ARE(NR)/LNCAP-AR-ChIP-Seq(GSE27824)	145	160	+	4.56663156149273	proto	22
ORR1B2	ARE(NR)/LNCAP-AR-ChIP-Seq(GSE27824)	323	338	+	4.18340879557107	proto	22
ORR1B2	ARE(NR)/LNCAP-AR-ChIP-Seq(GSE27824)	144	159	-	4.42463438448099	proto	22
ORR1B2	ARE(NR)/LNCAP-AR-ChIP-Seq(GSE27824)	322	337	-	4.30993676929699	proto	22
ORR1B2	AR-halfsite(NR)/LNCaP-AR-ChIP-Seq(GSE27824)	142	151	+	3.39220520322985	proto	22
ORR1B2	AR-halfsite(NR)/LNCaP-AR-ChIP-Seq(GSE27824)	151	160	-	5.6206763060305	mot	22
ORR1B2	AR-halfsite(NR)/LNCaP-AR-ChIP-Seq(GSE27824)	162	171	-	3.41732711248719	proto	22
ORR1B2	Arnt:Ahr(bHLH)/MCF7-Arnt-ChIP-Seq(Lo_et_al.)	226	235	+	3.28159805300984	proto	3
ORR1B2	Arnt:Ahr(bHLH)/MCF7-Arnt-ChIP-Seq(Lo_et_al.)	171	180	-	3.88202311678368	proto	3
ORR1B2	Arnt:Ahr(bHLH)/MCF7-Arnt-ChIP-Seq(Lo_et_al.)	222	231	-	4.54673917314059	proto	3
ORR1B2	Arnt:Ahr(bHLH)/MCF7-Arnt-ChIP-Seq(Lo_et_al.)	226	235	-	5.22789385575293	proto	3
ORR1B2	Arnt:Ahr(bHLH)/MCF7-Arnt-ChIP-Seq(Lo_et_al.)	241	250	-	3.63705477892873	proto	3
ORR1B2	Ascl1(bHLH)/NeuralTubes-Ascl1-ChIP-Seq(GSE55840)	53	64	+	3.44882927922783	proto	7
ORR1B2	Ascl1(bHLH)/NeuralTubes-Ascl1-ChIP-Seq(GSE55840)	164	175	+	4.10233617704028	proto	7
ORR1B2	Ascl1(bHLH)/NeuralTubes-Ascl1-ChIP-Seq(GSE55840)	171	182	+	4.45563968269544	proto	7
ORR1B2	Ascl1(bHLH)/NeuralTubes-Ascl1-ChIP-Seq(GSE55840)	180	191	+	4.42773925966384	proto	7
ORR1B2	Ascl1(bHLH)/NeuralTubes-Ascl1-ChIP-Seq(GSE55840)	166	177	-	4.75707211274345	proto	7
ORR1B2	Ascl1(bHLH)/NeuralTubes-Ascl1-ChIP-Seq(GSE55840)	173	184	-	3.96854183022055	proto	7
ORR1B2	Ascl1(bHLH)/NeuralTubes-Ascl1-ChIP-Seq(GSE55840)	182	193	-	3.70246446139987	proto	7
ORR1B2	Atf2(bZIP)/3T3L1-Atf2-ChIP-Seq(GSE56872)	149	160	+	4.67143225226017	proto	124
ORR1B2	Atf2(bZIP)/3T3L1-Atf2-ChIP-Seq(GSE56872)	228	239	+	4.52583096149949	proto	124
ORR1B2	Atf2(bZIP)/3T3L1-Atf2-ChIP-Seq(GSE56872)	151	162	-	4.4451963929099	proto	124
ORR1B2	Atf2(bZIP)/3T3L1-Atf2-ChIP-Seq(GSE56872)	230	241	-	4.79409494809417	proto	124
ORR1B2	Atf3(bZIP)/GBM-ATF3-ChIP-Seq(GSE33912)	99	110	+	3.27353844837857	proto	62
ORR1B2	Atf3(bZIP)/GBM-ATF3-ChIP-Seq(GSE33912)	98	109	-	3.35605947206657	proto	62
ORR1B2	Atf7(bZIP)/3T3L1-Atf7-ChIP-Seq(GSE56872)	149	160	+	4.15369226133957	proto	124
ORR1B2	Atf7(bZIP)/3T3L1-Atf7-ChIP-Seq(GSE56872)	228	239	+	3.91979915119072	proto	124
ORR1B2	Atf7(bZIP)/3T3L1-Atf7-ChIP-Seq(GSE56872)	151	162	-	4.22658600515025	proto	124
ORR1B2	Atf7(bZIP)/3T3L1-Atf7-ChIP-Seq(GSE56872)	230	241	-	4.68499964939072	proto	124
ORR1B2	Bapx1(Homeobox)/VertebralCol-Bapx1-ChIP-Seq(GSE36672)	40	49	+	4.84199461238654	proto	44
ORR1B2	Bapx1(Homeobox)/VertebralCol-Bapx1-ChIP-Seq(GSE36672)	72	81	+	4.6920234589937	proto	44
ORR1B2	Bapx1(Homeobox)/VertebralCol-Bapx1-ChIP-Seq(GSE36672)	96	105	+	4.19583123732366	proto	44
ORR1B2	Bapx1(Homeobox)/VertebralCol-Bapx1-ChIP-Seq(GSE36672)	294	303	+	3.68565502828521	proto	44
ORR1B2	Bapx1(Homeobox)/VertebralCol-Bapx1-ChIP-Seq(GSE36672)	203	212	-	3.09967535020985	proto	44
ORR1B2	Bapx1(Homeobox)/VertebralCol-Bapx1-ChIP-Seq(GSE36672)	288	297	-	5.05591584851749	proto	44
ORR1B2	Barx1(Homeobox)/Stomach-Barx1.3xFlag-ChIP-Seq(GSE69483)	47	56	+	4.80484387613309	proto	50
ORR1B2	Barx1(Homeobox)/Stomach-Barx1.3xFlag-ChIP-Seq(GSE69483)	192	201	+	3.90362934020416	proto	50
ORR1B2	Barx1(Homeobox)/Stomach-Barx1.3xFlag-ChIP-Seq(GSE69483)	351	360	+	3.7949444587629	proto	50
ORR1B2	Barx1(Homeobox)/Stomach-Barx1.3xFlag-ChIP-Seq(GSE69483)	2	11	-	4.2520686493663	proto	50
ORR1B2	Barx1(Homeobox)/Stomach-Barx1.3xFlag-ChIP-Seq(GSE69483)	256	265	-	5.18949815431844	proto	50
ORR1B2	Barx1(Homeobox)/Stomach-Barx1.3xFlag-ChIP-Seq(GSE69483)	294	303	-	6.14205346233946	proto	50
ORR1B2	Barx1(Homeobox)/Stomach-Barx1.3xFlag-ChIP-Seq(GSE69483)	295	304	-	3.76542013907398	proto	50
ORR1B2	Barx1(Homeobox)/Stomach-Barx1.3xFlag-ChIP-Seq(GSE69483)	310	319	-	4.47408031015011	proto	50
ORR1B2	Barx1(Homeobox)/Stomach-Barx1.3xFlag-ChIP-Seq(GSE69483)	325	334	-	3.50848264271635	proto	50
ORR1B2	BATF(bZIP)/Th17-BATF-ChIP-Seq(GSE39756)	99	108	+	3.91105304780416	proto	62
ORR1B2	BATF(bZIP)/Th17-BATF-ChIP-Seq(GSE39756)	100	109	-	3.8687186839776	proto	62
ORR1B2	Bcl11a(Zf)/HSPC-BCL11A-ChIP-Seq(GSE104676)	271	282	+	4.80335515511122	proto	17
ORR1B2	Bcl6(Zf)/Liver-Bcl6-ChIP-Seq(GSE31578)	203	217	+	3.76911830420392	proto	25
ORR1B2	BHLHA15(bHLH)/NIH3T3-BHLHB8.HA-ChIP-Seq(GSE119782)	181	190	+	7.25916217118187	mot	8
ORR1B2	BHLHA15(bHLH)/NIH3T3-BHLHB8.HA-ChIP-Seq(GSE119782)	183	192	-	6.98036109488545	mot	8
ORR1B2	Brn2(POU,Homeobox)/NPC-Brn2-ChIP-Seq(GSE35496)	14	23	+	5.05814341356278	proto	60
ORR1B2	Cdx2(Homeobox)/mES-Cdx2-ChIP-Seq(GSE14586)	344	353	+	4.15839775009423	proto	43
ORR1B2	CDX4(Homeobox)/ZebrafishEmbryos-Cdx4.Myc-ChIP-Seq(GSE48254)	289	300	+	4.3082114721232	proto	43
ORR1B2	CDX4(Homeobox)/ZebrafishEmbryos-Cdx4.Myc-ChIP-Seq(GSE48254)	304	315	-	5.93674878970464	proto	43
ORR1B2	CHR(?)/Hela-CellCycle-Expression	124	133	+	4.27878073779782	proto	120
ORR1B2	COUP-TFII(NR)/K562-NR2F1-ChIP-Seq(Encode)	118	129	+	3.48309332839674	proto	15
ORR1B2	COUP-TFII(NR)/K562-NR2F1-ChIP-Seq(Encode)	63	74	-	3.2151875458229	proto	15
ORR1B2	COUP-TFII(NR)/K562-NR2F1-ChIP-Seq(Encode)	83	94	-	3.2151875458229	proto	15
ORR1B2	COUP-TFII(NR)/K562-NR2F1-ChIP-Seq(Encode)	266	277	-	5.34430141250295	proto	15
ORR1B2	COUP-TFII(NR)/K562-NR2F1-ChIP-Seq(Encode)	273	284	-	3.63710585805454	proto	15
ORR1B2	COUP-TFII(NR)/Artia-Nr2f2-ChIP-Seq(GSE46497)	132	139	+	2.97332088618145	proto	15
ORR1B2	COUP-TFII(NR)/Artia-Nr2f2-ChIP-Seq(GSE46497)	21	28	-	4.33183991815284	proto	15
ORR1B2	COUP-TFII(NR)/Artia-Nr2f2-ChIP-Seq(GSE46497)	63	70	-	3.28361270936734	proto	15
ORR1B2	COUP-TFII(NR)/Artia-Nr2f2-ChIP-Seq(GSE46497)	83	90	-	3.28361270936734	proto	15
ORR1B2	COUP-TFII(NR)/Artia-Nr2f2-ChIP-Seq(GSE46497)	273	280	-	3.02243038613516	proto	15
ORR1B2	CREB5(bZIP)/LNCaP-CREB5.V5-ChIP-Seq(GSE137775)	149	160	+	5.00880794156493	proto	124
ORR1B2	CRX(Homeobox)/Retina-Crx-ChIP-Seq(GSE20012)	177	184	+	5.24578538229464	mot	53
ORR1B2	CRX(Homeobox)/Retina-Crx-ChIP-Seq(GSE20012)	278	285	+	4.2887520420373	proto	53
ORR1B2	CRX(Homeobox)/Retina-Crx-ChIP-Seq(GSE20012)	73	80	-	3.96048613323245	proto	53
ORR1B2	CRX(Homeobox)/Retina-Crx-ChIP-Seq(GSE20012)	117	124	-	2.6648136165963	proto	53
ORR1B2	CRX(Homeobox)/Retina-Crx-ChIP-Seq(GSE20012)	261	268	-	2.92625807762762	proto	53
ORR1B2	DLX1(Homeobox)/BasalGanglia-Dlx1-ChIP-seq(GSE124936)	46	55	+	3.27304743344083	proto	51
ORR1B2	DLX1(Homeobox)/BasalGanglia-Dlx1-ChIP-seq(GSE124936)	247	256	+	3.80493906996958	proto	51
ORR1B2	DLX1(Homeobox)/BasalGanglia-Dlx1-ChIP-seq(GSE124936)	253	262	+	2.90192244786856	proto	51
ORR1B2	DLX1(Homeobox)/BasalGanglia-Dlx1-ChIP-seq(GSE124936)	287	296	+	6.52452733896203	mot	51
ORR1B2	DLX1(Homeobox)/BasalGanglia-Dlx1-ChIP-seq(GSE124936)	353	362	+	3.181988699058	proto	51
ORR1B2	DLX1(Homeobox)/BasalGanglia-Dlx1-ChIP-seq(GSE124936)	50	59	-	2.76355703093488	proto	51
ORR1B2	DLX1(Homeobox)/BasalGanglia-Dlx1-ChIP-seq(GSE124936)	257	266	-	3.01594403501643	proto	51
ORR1B2	DLX1(Homeobox)/BasalGanglia-Dlx1-ChIP-seq(GSE124936)	291	300	-	5.19542898406679	proto	51
ORR1B2	DLX2(Homeobox)/BasalGanglia-Dlx2-ChIP-seq(GSE124936)	47	56	+	3.61065704032944	proto	51
ORR1B2	DLX2(Homeobox)/BasalGanglia-Dlx2-ChIP-seq(GSE124936)	248	257	+	2.59976953396078	proto	51
ORR1B2	DLX2(Homeobox)/BasalGanglia-Dlx2-ChIP-seq(GSE124936)	254	263	+	3.07952805357604	proto	51
ORR1B2	DLX2(Homeobox)/BasalGanglia-Dlx2-ChIP-seq(GSE124936)	288	297	+	5.88639737961624	mot	51
ORR1B2	DLX2(Homeobox)/BasalGanglia-Dlx2-ChIP-seq(GSE124936)	354	363	+	3.26317309173015	proto	51
ORR1B2	DLX2(Homeobox)/BasalGanglia-Dlx2-ChIP-seq(GSE124936)	250	259	-	2.60220995954149	proto	51
ORR1B2	DLX2(Homeobox)/BasalGanglia-Dlx2-ChIP-seq(GSE124936)	256	265	-	3.44179009782771	proto	51
ORR1B2	DLX2(Homeobox)/BasalGanglia-Dlx2-ChIP-seq(GSE124936)	290	299	-	5.43336862255376	mot	51
ORR1B2	DLX2(Homeobox)/BasalGanglia-Dlx2-ChIP-seq(GSE124936)	356	365	-	3.05061381746832	proto	51
ORR1B2	Dlx3(Homeobox)/Kerainocytes-Dlx3-ChIP-Seq(GSE89884)	288	297	+	3.75828817276725	proto	51
ORR1B2	Dlx3(Homeobox)/Kerainocytes-Dlx3-ChIP-Seq(GSE89884)	290	299	-	5.45809733930354	proto	51
ORR1B2	DLX5(Homeobox)/BasalGanglia-Dlx5-ChIP-seq(GSE124936)	48	55	+	2.90807453171662	proto	51
ORR1B2	DLX5(Homeobox)/BasalGanglia-Dlx5-ChIP-seq(GSE124936)	255	262	+	3.31998805102625	proto	51
ORR1B2	DLX5(Homeobox)/BasalGanglia-Dlx5-ChIP-seq(GSE124936)	289	296	+	5.82083469029725	mot	51
ORR1B2	DLX5(Homeobox)/BasalGanglia-Dlx5-ChIP-seq(GSE124936)	355	362	+	3.81935469008713	proto	51
ORR1B2	DLX5(Homeobox)/BasalGanglia-Dlx5-ChIP-seq(GSE124936)	50	57	-	3.66730255220542	proto	51
ORR1B2	DLX5(Homeobox)/BasalGanglia-Dlx5-ChIP-seq(GSE124936)	257	264	-	3.29184881421203	proto	51
ORR1B2	DLX5(Homeobox)/BasalGanglia-Dlx5-ChIP-seq(GSE124936)	291	298	-	4.55666303238166	proto	51
ORR1B2	DLX5(Homeobox)/BasalGanglia-Dlx5-ChIP-seq(GSE124936)	357	364	-	2.88830711849121	proto	51
ORR1B2	Mouse_Recombination_Hotspot(Zf)/Testis-DMC1-ChIP-Seq(GSE24438)	123	142	-	5.54194865786221	proto	71
ORR1B2	E2F1(E2F)/Hela-E2F1-ChIP-Seq(GSE22478)	242	251	-	4.89017373071379	proto	104
ORR1B2	E2F3(E2F)/MEF-E2F3-ChIP-Seq(GSE71376)	90	101	+	3.77034021003734	proto	104
ORR1B2	E2F3(E2F)/MEF-E2F3-ChIP-Seq(GSE71376)	229	240	-	5.61051391436026	proto	104
ORR1B2	E2F4(E2F)/K562-E2F4-ChIP-Seq(GSE31477)	286	295	+	3.86885728279305	proto	104
ORR1B2	E2F4(E2F)/K562-E2F4-ChIP-Seq(GSE31477)	228	237	-	4.82800239684167	proto	104
ORR1B2	E2F6(E2F)/Hela-E2F6-ChIP-Seq(GSE31477)	163	172	-	3.86910525166677	proto	104
ORR1B2	E2F6(E2F)/Hela-E2F6-ChIP-Seq(GSE31477)	228	237	-	4.19626593080719	proto	104
ORR1B2	E2F6(E2F)/Hela-E2F6-ChIP-Seq(GSE31477)	240	249	-	4.66678752480838	proto	104
ORR1B2	EBF2(EBF)/BrownAdipose-EBF2-ChIP-Seq(GSE97114)	21	35	+	4.11041372250626	proto	114
ORR1B2	EBF2(EBF)/BrownAdipose-EBF2-ChIP-Seq(GSE97114)	30	44	+	3.73127602689903	proto	114
ORR1B2	EBF2(EBF)/BrownAdipose-EBF2-ChIP-Seq(GSE97114)	102	116	+	4.53463182803895	proto	114
ORR1B2	EBF2(EBF)/BrownAdipose-EBF2-ChIP-Seq(GSE97114)	22	36	-	3.83929054988734	proto	114
ORR1B2	EBF2(EBF)/BrownAdipose-EBF2-ChIP-Seq(GSE97114)	23	37	-	3.65351608205957	proto	114
ORR1B2	EBF2(EBF)/BrownAdipose-EBF2-ChIP-Seq(GSE97114)	103	117	-	3.7946507532782	proto	114
ORR1B2	EBF1(EBF)/Near-E2A-ChIP-Seq(GSE21512)	23	34	+	6.43387862273933	proto	114
ORR1B2	EBF1(EBF)/Near-E2A-ChIP-Seq(GSE21512)	32	43	+	3.76661797380603	proto	114
ORR1B2	EBF1(EBF)/Near-E2A-ChIP-Seq(GSE21512)	103	114	+	5.25747797247121	proto	114
ORR1B2	EBF1(EBF)/Near-E2A-ChIP-Seq(GSE21512)	24	35	-	4.52577964140421	proto	114
ORR1B2	EBF1(EBF)/Near-E2A-ChIP-Seq(GSE21512)	104	115	-	4.83573653143619	proto	114
ORR1B2	Egr1(Zf)/K562-Egr1-ChIP-Seq(GSE32465)	73	82	+	5.14406115926471	proto	130
ORR1B2	Egr1(Zf)/K562-Egr1-ChIP-Seq(GSE32465)	107	116	+	5.18255489028545	proto	130
ORR1B2	Egr2(Zf)/Thymocytes-Egr2-ChIP-Seq(GSE34254)	73	84	+	6.40441767697845	proto	130
ORR1B2	Egr2(Zf)/Thymocytes-Egr2-ChIP-Seq(GSE34254)	107	118	+	6.86655234408231	proto	130
ORR1B2	EHF(ETS)/LoVo-EHF-ChIP-Seq(GSE49402)	92	101	+	8.31966348325092	mot	33
ORR1B2	EHF(ETS)/LoVo-EHF-ChIP-Seq(GSE49402)	163	172	-	8.28158014339297	mot	33
